,Fecha,Ubicacion,Operador,Ruta,Tipo Avion,Num Registro,cn / ln,Total Muertes en Suelo,Año,Total Abordo,Pasajeros abordo,Tripulación Abordo,Total Muertes,Muertes Pasajeros,Muertes Tripulacion,Tasa Mortalidad,Ciudad
4051,1997-04-04,"Griffin, Georgia",Custom Air Service,Griffin - Americus,Aviation Traders ATL-98 Carvair,N83FA,10365,0,1997,2,0,2,2,0,2,1.0,Griffin 
4052,1997-04-10,"Near Wainwright, Alaska",Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,N408GV,208B-0455,0,1997,5,4,1,5,4,1,1.0,Barrow 
4053,1997-04-14,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,Brazzaville - Luanda,Fokker F-27 Friendship 600,D2-TFP,10424,0,1997,7,4,3,3,0,3,0.42857142857142855,Brazzaville 
4054,1997-04-15,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Training,Yakovlev 40,4K-87504,9510640,0,1997,6,0,6,6,0,6,1.0,Training
4056,1997-04-19,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,Jakarta - Tanjung Pandan,British Aerospace ATP,PK-MTX,2048,0,1997,53,48,5,15,11,4,0.2830188679245283,Jakarta 
4058,1997-05-08,"Huangtian, China",China Southern Airlines,Chongqing - Shenzen,Boeing B-737-31B,B-2925,27288/2577,0,1997,74,65,9,35,33,2,0.47297297297297297,Chongqing 
4059,1997-06-06,"Near Irumu, Congo",Bazair,Bunia - Kisangani,Vickers Viscount 781D,9Q-CWL,280,0,1997,27,20,7,27,20,7,1.0,Bunia 
4060,1997-06-10,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Mandalgobi,Harbin Yunshuji Y-12 II,JU-1020,6,0,1997,12,10,2,7,7,0,0.5833333333333334,Ulan Bator 
4061,1997-07-03,"Madh Island, India",Elbee Airlines,Mumbai - Banglaor,Fokker F-27 Friendship 200,VT-SSA,10670,0,1997,2,0,2,2,0,2,1.0,Mumbai 
4063,1997-07-09,"Suzano, Brazil",TAM (Brazil),Sao Jose dos Campos - Congonhas,Fokker 100,PT-WHK,11440,0,1997,60,55,5,1,1,0,0.016666666666666666,Sao Jose dos Campos 
4064,1997-07-11,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,Santiago de Cuba - Havana,Antonov AN-24,CU-T1262,27307610,0,1997,44,39,5,44,39,5,1.0,Santiago de Cuba 
4065,1997-07-17,"Bandung, Indonesia",Sempati Air,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,0,1997,50,45,5,30,25,5,0.6,Bangdung 
4066,1997-07-18,"Goroka,  New Guinea",Goroka Air Services,Chimbu - Goroka,de Havilland Canada DHC-6 Twin Otter 300,P2-MMU,250,0,1997,4,3,1,2,1,1,0.5,Chimbu 
4067,1997-07-29,"Calabar , Nigeria",ADC Airlines,Lagos - Calabar,BAC One-Eleven 203AE,5N-BAA,041,0,1997,55,49,6,1,0,1,0.01818181818181818,Lagos 
4068,1997-07-30,"Florence, Italy",Air Littoral,Nice - Florence,Aerospatiale ATR-42-512,F-GPYE,492,0,1997,17,14,3,1,0,1,0.058823529411764705,Nice 
4069,1997-08-06,"Agana, Guam",Korean Airlines,Seoul - Guam,Boeing B-747-300,HL-7468,22487/605,0,1997,254,231,23,228,206,22,0.8976377952755905,Seoul 
4070,1997-08-07,"Miami, Florida",Fine Air,Miami - Santo Domingo,McDonnell Douglas DC-8-61F,N27UA,45942/349,1,1997,4,1,3,4,1,3,1.0,Miami 
4071,1997-08-10,"Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu,Dornier DO-228-212,B-12256,8220,0,1997,16,14,2,16,14,2,1.0,Taipei 
4072,1997-08-29,"Puerto Inirida, Venezuela",SATENA,San Felipe - Puerto Inirida,Pilatus PC-6 Turbo Porter / Cessna 206,FAC1115,820,0,1997,12,10,2,12,10,2,1.0,San Felipe 
4073,1997-09-03,"Phnom Penh, Cambodia",Vietnam Airlines,Ho Chi Minh City - Phnom Penh,Tupolev TU-134,VN-A120,66360,0,1997,66,60,6,65,59,6,0.9848484848484849,Ho Chi Minh City 
4074,1997-09-06,"Near Miri, Malaysia",Borneo Airways,Bandar Seri Begawan - Miri,Dornier 228-212,9M-MIA,8217,0,1997,10,8,2,10,8,2,1.0,Bandar Seri Begawan 
4075,1997-09-12,"Near Uvira, Zaire",TMK Air Commuter,Buknavu - Uvira,de Havilland Canada DHC-6 Twin Otter 300,9Q-CBO,735,0,1997,22,21,1,22,21,1,1.0,Buknavu 
4076,1997-09-13,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,Niamey - Windhoek,Tupolev TU-154M / C-141 Starlifter,1102/65-9405,89A-813,0,1997,33,23,10,33,23,10,1.0,Niamey 
4077,1997-09-26,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,Jakarta - Medan,Airbus A300-B4-200,PK-GAI,214,0,1997,234,222,12,234,222,12,1.0,Jakarta 
4078,1997-10-08,"Near Montrose, Colorado",Scenic Airlines,"Montrose, CO - Page, AZ",Cessna 208B Caravan I,N12022,208B-0432,0,1997,9,8,1,9,8,1,1.0,"Montrose, CO "
4079,1997-10-10,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),Posadas - Buenos Aires,McDonnell Douglas DC-9-32,LV-WEG,47446/561,0,1997,74,69,5,74,69,5,1.0,Posadas 
4083,1997-11-08,"Near Barrow, Alaska",Hageland Aviation Services,Barrow - Wainwright,Cessna 208B Caravan I,N750GC,208B-0504,0,1997,8,7,1,8,7,1,1.0,Barrow 
4084,1997-12-05,"Irkutsk-2, Russia",Military - Russian Air Force,Irkutsk - Vladivostok,Antonov AN-124-100,RA-82005/08,4516003,44,1997,23,17,6,23,17,6,1.0,Irkutsk 
4085,1997-12-09,"Little Grand Rapids, Canada",Sowind Air,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,C-GVRO,110285,0,1997,17,15,2,4,3,1,0.23529411764705882,Winnipeg 
4086,1997-12-13,"La Veriente, Bolivia",STAP,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,CP-1635,TC-359,0,1997,19,17,2,10,9,1,0.5263157894736842,Villamontes 
4087,1997-12-15,"Sharjah, United Arab Emirates",Tajikistan Airlines,Dushanbe - Sharjah,Tupolev TU-154,EY-85281,78A-281,0,1997,86,77,9,85,77,8,0.9883720930232558,Dushanbe 
4088,1997-12-17,"Fotina, Greece",Aerosweet Airlines (LVOV),Odessa - Thessaloniki,Yakovlev YAK-42,UR-42334,4520422606,0,1997,70,62,8,70,62,8,1.0,Odessa 
4089,1997-12-19,"Near Palembang, Indonesia",SilkAir,Jakarta - Hatta - Singapore,Boeing B-737-300,9V-TRF,28556/2851,0,1997,104,97,7,104,97,7,1.0,Jakarta 
4090,1997-12-20,"Tanagra, Greece",Military - Greek Air Force,Search mission,Lockheed C-130H Hercules,750,4729,0,1997,5,0,5,5,0,5,1.0,Search mission
4091,1997-12-27,"Atlantic Ocean, off Angola",Renan Airways,"Abidjan - Rundu, Nambia",Antonov An-72,ER-ACF,36572094888,0,1997,5,0,5,5,0,5,1.0,Abidjan 
4092,1997-12-28,Over the Pacific Ocean,United Air Lines,Tokyo - Honolulu,Boeing B-747-122,N4723U,19882/175,0,1997,393,374,19,1,1,0,0.002544529262086514,Tokyo 
4093,1997-12-31,"Rio Sidra, Panama",Parsa,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,HP-986PS,178,0,1997,10,9,1,10,9,1,1.0,Panama City 
4094,1998-01-13,"Brno, Czech Republic",Aeroservice International,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,0,1998,2,0,2,2,0,2,1.0,Gomel 
4095,1998-01-13,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,Kandahar - Herart,Antonov AN-12BP,YA-DAB,5342801,0,1998,51,45,6,51,45,6,1.0,Kandahar 
4096,1998-01-27,"Yangon (Rangoon), Myanmar",Myanmar Airways,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,0,1998,45,41,4,16,15,1,0.35555555555555557,Thandwe 
4097,1998-02-02,"Cagyan de Oro, Philippines",Cebu Pacific Air,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,0,1998,104,99,5,104,99,5,1.0,Tacloban 
4099,1998-02-04,"Terceira, Portugal",Air Luxor,Terceira - Lisbon,Antonov 12BP,LZ-SFG,3341605,0,1998,7,0,7,7,0,7,1.0,Terceira 
4102,1998-02-16,"Taipei, Taiwan",China Airlines (Taiwan),Denpasar - Taipei,Airbus A300-622R,B-1814,578,7,1998,196,182,14,196,182,14,1.0,Denpasar 
4103,1998-03-10,"Mombasa, Kenya",Air Memphis,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,SU-PBA,19843/735,0,1998,6,0,6,6,0,6,1.0,"Mombasa, Kenya "
4104,1998-03-18,"Off Hsinchu, Taiwan",Formosa Airlines,Hsinchu - Kao Hsiung,Saab340B,B-12255,340B-377,0,1998,13,8,5,13,8,5,1.0,Hsinchu 
4105,1998-03-19,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,Dubai - Kandahar - Kabul,Boeing B-727-228,YA-FAZ,22288/1712,0,1998,45,32,13,45,32,13,1.0,Dubai 
4106,1998-03-22,"Bacolod, Philippines",Philippine Air Lines,Manila - Bacolod,Airbus A.320-214,RP-C3222,708,3,1998,127,121,6,0,0,0,0.0,Manila 
4107,1998-03-28,"Piura, Peru",Fuerza Aérea del Peru,Tumbes - Piura,Antonov AN-32,OB-1388,1203,1,1998,55,50,5,22,22,0,0.4,Tumbes 
4109,1998-04-20,"Near Bogota, Colombia",Air France,Bogota - Quito,Boeing B-727-230,HC-BSU,21622/1431,0,1998,53,43,10,53,43,10,1.0,Bogota 
4110,1998-05-05,"Andoas, Peru",Fuerza Aérea del Peru,Iquitos - Andoas,Boeing B-737-282,FAP-351,23041/962,0,1998,88,81,7,75,69,6,0.8522727272727273,Iquitos 
4111,1998-05-12,"Near Nema, Mauritania",Military - Mauritanian Air Force,Nema - Nouakchott,Xian Yunshuji Y-7-100C,5T-MAG,007H03,0,1998,42,35,7,39,32,7,0.9285714285714286,Nema 
4112,1998-05-25,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Vientiane - Xiang Khoang,Yakovlev YAK-40,34001,9431835,0,1998,26,20,6,26,20,6,1.0,Vientiane 
4115,1998-06-18,"Montreal, Canada",Propair,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,C-GQAL,TC-233,0,1998,11,9,2,11,9,2,1.0,Montreal 
4116,1998-06-25,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Sightseeing,Eurocopter AS-350-BA,N594BK,2735,0,1998,6,4,2,6,4,2,1.0,Sightseeing
4117,1998-07-13,"Off Rasal, United Arab Emirates",ATI Aircompany,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,UR-76424,0063470096,0,1998,8,0,8,8,0,8,1.0,Rasal 
4118,1998-07-16,"Córdoba, Argentina",Alas del Sur,Tucumán - Córdoba,Rockwell Sabreliner 60,LV-WPO,306-3,0,1998,3,1,2,3,1,2,1.0,Tucumán 
4119,1998-07-17,"Asmara, Eritrea",Ukraine Aviation Transport Company,"Bourgas, Bulgaria - Asmara, Eritrea",Ilyushin II-76,UR-UCI,0083481440,0,1998,10,1,9,10,1,9,1.0,"Bourgas, Bulgaria "
4120,1998-07-23,"Pico de Orizaba, Mexico",Military - Mexican Air Force,Mexico City - Tuxtla Gutiérrez,Shorts SC-7 Skyvan 3-100,XC-UTQ,SH1946,0,1998,4,0,4,4,0,4,1.0,Mexico City 
4121,1998-07-27,"Southhampton, England",Plane Sailing,VP-BPS,Consolidated PBY-5A Catalina,VP-BPS,1997,0,1998,18,14,4,4,2,2,0.2222222222222222,VP
4122,1998-07-28,"Barcelona, Spain",Swifair,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,EC-FXD,AC-651B,0,1998,2,0,2,2,0,2,1.0,Palma de Mallorca 
4123,1998-07-29,"Manacapuru River, Brazil",Selva Taxi Aero,Tefe - Manaus,Embraer 110 Bandeirante,PT-LGN,110343,0,1998,24,22,2,5,4,1,0.20833333333333334,Tefe 
4124,1998-07-30,"Near Quiberon, France",Proteus Air / Private,Lyon - Lorient,Beechcraft 1900D / Cessna 177,F-GSJM/F-GAJE,UE-238,0,1998,15,12,3,15,12,3,1.0,Lyon 
4125,1998-07-30,"Kochi, India",Alliance Airlines,Agathi - Kochi - Thiruvananthapuram,Dornier 228-201,VT-EJW,8075/2017,2,1998,6,3,3,6,3,3,1.0,Agathi 
4126,1998-08-04,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,Prince Rupert - Kincolith,de Havilland Dash-2 Beaver,C-FOCJ,0039,0,1998,5,4,1,5,4,1,1.0,Prince Rupert 
4128,1998-08-19,"Foveaux Strait, New Zealand",Vincent Aviation,Stewart Island - Invercargill,Cessna 402C,ZK-VAC,402C0512,0,1998,10,9,1,5,4,1,0.5,Stewart Island 
4129,1998-08-21,"Near Ghorepani, Nepal",Lumbini Airways,Jomsom - Pokhara,de Havilland Canada DHC-6 Twin Otter 300,9N-ACC,710,0,1998,18,15,3,18,15,3,1.0,Jomsom 
4130,1998-08-24,"Pretoria, South Africa",Speed Service Couriers,Pretoria - Durban,DC-3-65TP,ZS-NKK,13143,0,1998,2,0,2,1,0,1,0.5,Pretoria 
4131,1998-08-24,"Manibagi, Myanmar",Myanmar Airways,Rangoon - Tachilek,Fokker F-27 Friendship 600,XY-AEN,10476,0,1998,44,40,4,44,40,4,1.0,Rangoon 
4132,1998-08-29,"Quito, Ecuador",Cubana de Aviacion,Quito - Guayaquil - Havana,Tupolev TU-154M,CU-T1264,720,10,1998,91,77,14,70,56,14,0.7692307692307693,Quito 
4133,1998-09-02,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,New York City - Geneva,McDonnell Douglas MD-11,HB-IWF,48448/465,0,1998,229,215,14,229,215,14,1.0,New York City 
4135,1998-09-09,"Port Alsworth, Alaska",Rusts Flying Service Inc.,"Anchorage, AK - Hoholitna River, AK",de Havilland Dash-2 float plane,N1433Z,595,0,1998,5,4,1,5,4,1,1.0,"Anchorage, AK "
4137,1998-09-25,"Near Nador, Morroco",Paukn Air,Malaga - Melilla,British Aerospace BAe-146-100,EC-GEO,E1007,0,1998,38,34,4,38,34,4,1.0,Malaga 
4138,1998-09-28,"Praia, Cape Verde",Cabo Verde Airlines,Sao Nicolau - Praia,de Havilland Canada DHC-6 Twin Otter 300,D4-CAX,550,0,1998,22,20,2,1,1,0,0.045454545454545456,Sao Nicolau 
4139,1998-09-29,"Off Mannar, Sri Lanka",Lionair,Jaffna - Colombo,Antonov AN-24RV,EW-46465,27307901,0,1998,55,48,7,55,48,7,1.0,Jaffna 
4140,1998-10-02,"Near Canaima, Venezuela",Servivensa,Sighteeing,Douglas DC-3C,YV-611C,1977,0,1998,27,24,3,1,0,1,0.037037037037037035,Sighteeing
4141,1998-10-10,"Near Kindu, Congo",Congo Airline,Kindu - Kinshasa,Boeing B-727-30,9Q-CSG,18369/125,0,1998,41,38,3,41,38,3,1.0,Kindu 
4142,1998-10-21,"Yerevan, Armenia",Ararat Avia,Yerevan - Krasnodar,Yakovlev YAK-40,EK-88272,9721053,4,1998,37,33,4,0,0,0,0.0,Yerevan 
4143,1998-10-25,"Rwenzori mountains, Uganda",TanaMana Aviation,Entebbe - Kasese,Britten-Norman BN-2A-3 Islander,5Y-ANV,284,0,1998,11,10,1,4,3,1,0.36363636363636365,Entebbe 
4144,1998-11-01,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,Plaa Grande - Quetzaltenango,Douglas DC-3C,N3FY,20562,0,1998,18,16,2,11,9,2,0.6111111111111112,Plaa Grande 
4145,1998-11-11,"Near Krasnoyarsk, Russia",Sakha Airlines,Krasnoyarsk - Mirny,Antonov AN-12,RA-12955,08345506,0,1998,13,7,6,13,7,6,1.0,Krasnoyarsk 
4146,1998-11-21,"Edgewater, Maryland",Private,"Brunswick, GA - Annapolis, MD",Burgess RV-6 experimental,N956DB,21119,0,1998,1,0,1,1,0,1,1.0,"Brunswick, GA "
4147,1998-12-07,"Baie-Comeau, Canada",Air Satellite,Point-Lebel - Rimouski,Britten-Norman Trislander,C-FCVK,2028,0,1998,10,8,2,7,6,1,0.7,Point
4148,1998-12-11,"Near Surat Thani, Thailand",Thai Airways,Bangkok - Surat Thani,Airbus A-310-204,HS-TIA,415,0,1998,146,132,14,102,91,11,0.6986301369863014,Bangkok 
4151,1998-12-22,"Medellín, Colombia",SELVA,Bogotá - Medellín,Antonov 32B,HK-3930X,3309,0,1998,5,2,3,5,2,3,1.0,Bogotá 
4152,1998-12-26,"Vila Nova, Angola",Transafrik,Huambo - Saurimo,Lockheed Martin L-100-30 Hercules,S9-CAO,4561,0,1998,14,10,4,14,10,4,1.0,Huambo 
4153,1999-01-02,"Near Huambo, Angola",Transafrik - United Nations Charter,Huambo - Luanda,Lockheed L-100-30 Hercules,D2-EHD,4839,0,1999,9,5,4,9,5,4,1.0,Huambo 
4154,1999-01-12,"Guernsey, Channel Islands, England",Channel Express,London - Guernsey,Fokker F-27 Friendship 600,G-CHNL,10508,0,1999,2,0,2,2,0,2,1.0,London 
4155,1999-01-13,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,Vancouver - Victoria,Douglas DC-3C,C-GWUG,32963,0,1999,2,0,2,2,0,2,1.0,Vancouver 
4156,1999-01-13,"Geilenkirchen, Germany",Military - German Air National Guard,Refueling,Boeing KC-135E,59-1452,17940/355,0,1999,4,0,4,4,0,4,1.0,Refueling
4157,1999-01-16,"Coconut Island, QLD, Australia",Uzu Air,Horn Island - Coconut Island,Britten Norman BN-2A-26,VH-XFF,763,0,1999,4,3,1,3,2,1,0.75,Horn Island 
4159,1999-02-02,"Luanda, Angola",Savannair,Luanda - Lucapa,Antonov AN-12,EL-ASS,3340909,13,1999,14,10,4,14,10,4,1.0,Luanda 
4160,1999-02-03,"Hoskins, Papua New Guinea",Airlink,Hoskins - Kandrian,Britten Norman BN-2A Trislander,P2-ALH,761,0,1999,11,10,1,11,10,1,1.0,Hoskins 
4161,1999-02-08,"Kinshasa,  Democratic Republic Congo",Air Karibu,Kinshasa - Mbandaka,Lockheed L-188A Electra,9Q-CDI,1037,0,1999,7,0,7,7,0,7,1.0,Kinshasa 
4162,1999-02-24,"Rui'an, China",China Southwest Airlines,Chengdu - Wenzhou,Tupolev TU-154,B-2622,90A-846,0,1999,61,50,11,61,50,11,1.0,Chengdu 
4163,1999-02-25,"Genoa, Italy",Minerva Airlines,Cagliar - Genoa,Dornier 328-110,D-CPRR,3054,0,1999,31,27,4,4,3,1,0.12903225806451613,Cagliar 
4164,1999-03-07,"New Delhi, India",Military - Indian Air Force,Gwalior -  Pokhran - New Delhi,Antonov AN-32 Transport,K2673,108,3,1999,19,15,4,19,15,4,1.0,Gwalior 
4165,1999-03-18,"Near Tame, Colombia",ALIANSA Colombia,Cucuta - El Yopal,Douglas DC-3C (C-47A-DK),HK-337,11831,8,1999,8,5,3,8,5,3,1.0,Cucuta 
4166,1999-03-19,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,Goose Bay - Davis Inlet,de Havilland Canada DHC-6 Twin Otter 300,C-FWLQ,724,0,1999,2,0,2,1,0,1,0.5,Goose Bay 
4167,1999-04-07,"Near Ceyhan, Turkey",Turkish Airlines (THY),Adana - Ciddah,Boeing 737-4Q8,TC-JEP,25378/2732,0,1999,6,0,6,6,0,6,1.0,Adana 
4168,1999-04-07,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,Training,Learjet 24D,PT-LEM,24-270,0,1999,5,0,5,5,0,5,1.0,Training
4169,1999-04-08,"Near Malaga, Colombia",Aerotaca,Bucaramanga - Malaga,de Havilland Canada DHC-6 Twin Otter 300,HK-2760,777,0,1999,5,3,2,5,3,2,1.0,Bucaramanga 
4170,1999-04-15,"Shanghi, China",Korean Air,"Shanghi, China - Seoul, Korea",McDonnell Douglas MD-11,HL-7373,48409/490,0,1999,3,0,3,3,0,3,1.0,"Shanghi, China "
4171,1999-05-08,"Off Port Vila, Vanuatu",Vanair,Espírita Santo - Port Vila,de Havilland Canada DHC-6 Twin Otter 300,YJ-RV9,694,0,1999,12,11,1,7,6,1,0.5833333333333334,Espírita Santo 
4172,1999-05-24,"Kuching, Malaysia",Military - Malaysian Air Force,Training,de Havilland Canada DHC-4A,M21-05,270,0,1999,5,0,5,5,0,5,1.0,Training
4173,1999-05-29,"Ol Kiombo, Kenya",Malindi Air Services,Ol Kiombo - Mara Sika AS,Let 410UVP-E,5Y-LET,912620,0,1999,2,0,2,2,0,2,1.0,Ol Kiombo 
4174,1999-06-01,"Little Rock, Arkansas",American Airlines,Dallas-Fort Worth - Little Rock,McDonnell Douglas MD-82,N215AA,49163/1111,0,1999,145,139,6,11,10,1,0.07586206896551724,Dallas
4176,1999-06-09,"Juneau, Alaska",Air Taxi - Coastal Helicopters Inc.,Sightseeing,Eurocopter AS-350BA,N6099S,2810,0,1999,7,6,1,7,6,1,1.0,Sightseeing
4178,1999-06-17,"Goroka, Papua New Guinea",Airlink,Nadzab - Goroka,Embraer 110P2 Bandeirante,P2-ALX,110210,0,1999,17,15,2,17,15,2,1.0,Nadzab 
4179,1999-06-25,"Long Haul Lake, Manatoba, Canada",Blue Water Aviation Services,Test flight,de Havilland Canada DHC-3 Otter,C-FIFP,73,0,1999,2,0,2,1,0,1,0.5,Test flight
4180,1999-07-01,"Luzamba, Angola",Savanair,Huambo - Luanda,Antonov 12B,TN-AFR,8345502,0,1999,5,0,5,1,0,1,0.2,Huambo 
4181,1999-07-02,"Sittwe, Myanmar",Myanmar Airways,Yangon - Sittwe,Fokker F-27 Friendship 600,XY-AEO,10594,0,1999,8,4,4,8,4,4,1.0,Yangon 
4182,1999-07-04,"Villavicencio, Colombia",LANC Colombia,Villavicencio - Mitu,Douglas DC-6A,HK-1776,45499/1011,0,1999,18,12,6,5,5,0,0.2777777777777778,Villavicencio 
4183,1999-07-07,"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,Kathmandu - New Delhi,Boeing 727-243F,VT-LCI,22168/1770,0,1999,5,0,5,5,0,5,1.0,Kathmandu 
4184,1999-07-09,"Toluca , Mexico",Aero Jet Express,Los Mochis - Toluca,Hawker Siddeley HS-125,XA-TAL,25064,0,1999,4,2,2,4,2,2,1.0,Los Mochis 
4185,1999-07-16,"Off Martha's Vineyard, Massachusetts",Private,"Fairfield, N.J. - Martha's Vineyard, MA",Piper PA-32-R301 Saratoga II HP,N9253N,3213100,0,1999,3,2,1,3,2,1,1.0,"Fairfield, N.J. "
4186,1999-07-23,"Tokyo, Japan",All Nippon Airways,"Tokyo, Japan - Chitose, Japan",Boeing B-747,JA8966,27442/1066,0,1999,517,503,14,1,0,1,0.0019342359767891683,"Tokyo, Japan "
4188,1999-07-24,"Nasevou Village, Fiji",Air Fiji,Nausori - Nadi,Embraer 110P1 Bandeirante,DQ-AFN,110416,0,1999,17,15,2,17,15,2,1.0,Nausori 
4189,1999-08-07,"Santo Antao, Cape Verde Islands",TACV-Cabo Verde Airlines,Sao Vicente - Santo Antao,Dornier 228-201,D4-CBC,8091,0,1999,18,16,2,18,16,2,1.0,Sao Vicente 
4190,1999-08-22,"Hong Kong, China",China Airlines (Taiwan),Bangkok - Hong Kong,McDonnell Douglas MD-11,B-150,48468/518,0,1999,315,300,15,3,3,0,0.009523809523809525,Bangkok 
4191,1999-08-24,"Hualian, Taiwan",Uni Air,Taipei - Hualian,McDonnell Douglas MD-90-30,B-17912,53536/2160,0,1999,96,90,6,1,1,0,0.010416666666666666,Taipei 
4192,1999-08-26,"Turtkul, Uzbekistan",Uzbekistan Airways,Tashkent - Turtkul,Yakovlev YAK-40,UK-87848,9331730,0,1999,33,29,4,2,2,0,0.06060606060606061,Tashkent 
4193,1999-08-31,"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",Buenos Aires - Cordoba,Boeing B-737-204C,LV-WRZ,20389/251,2,1999,103,98,5,63,60,3,0.6116504854368932,Buenos Aires 
4194,1999-09-05,"Near Kathmandu, Nepal",Necon Air,Pokhara - Kathmandu,Hawker Siddeley HS-748-501 Super 2B,9N-AEG,1806,0,1999,15,10,5,15,10,5,1.0,Pokhara 
4195,1999-09-14,"Bucharest, Romania",Greek Government,Athens - Bucharest,Dassault Falcon 900B,SX-ECH,026,0,1999,13,10,3,7,7,0,0.5384615384615384,Athens 
4196,1999-09-14,"Belelm, Brazil",Norte Jet Táxi Aéreo,Belem - Monte Dourado,Embraer 110 Bandeirante,PT-ODK,110002,0,1999,2,0,2,2,0,2,1.0,Belem 
4197,1999-09-14,"Girona, Spain",Britannia Airways,"Cardiff, Wales, UK - Girona, Spain",Boeing 757-204,G-BYAG,26965/517,0,1999,245,236,9,1,1,0,0.004081632653061225,"Cardiff, Wales, UK "
4198,1999-09-17,"Mt. Hidalgo, Mexico",Military - Mexican Air Force,Test flight,Lockheed C-130A Hercules,3610,3217,0,1999,5,0,5,5,0,5,1.0,Test flight
4200,1999-10-24,"San Carlos, Venezuela",Military - Venezuelan Army,La Carlota - Acarigua,Arava 201,EV-8012,062,0,1999,6,3,3,6,3,3,1.0,La Carlota 
4201,1999-10-25,"Aberdeen, South Dakota",Private charter,"Orlando, FL - Dallas, TX",Gates Learjet 35,N47BA,060,0,1999,6,4,2,6,4,2,1.0,"Orlando, FL "
4202,1999-10-31,"Off Nantucket Island, Massachusetts",EgyptAir,New York City - Cairo,Boeing B-767-366ER,SU-GAP,24542/282,0,1999,217,202,15,217,202,15,1.0,New York City 
4203,1999-11-09,"Near Uruapan, Mexico",TAESA,Uruapan - Mexico City,McDonnell Douglas DC-9-31,XA-TKN,47418/570,0,1999,18,13,5,18,13,5,1.0,Uruapan 
4204,1999-11-12,"Near Pristina, Kosovo",Si Fly - U.N. charter,Rome - Pristina,Aerospatiale Alenia ATR-42,F-OHFV,12,0,1999,24,21,3,24,21,3,1.0,Rome 
4205,1999-12-05,"Moscow, Russia",Tashkent Aircraft Production Corporation,"Moscow, Russia - Tashkent, Uzbekistan",Ilyushin 114T,UK-91004,1083800305,0,1999,7,0,7,5,0,5,0.7142857142857143,"Moscow, Russia "
4206,1999-12-07,"Near Bayombang, Philippines",Asian Spirit,Manila - Cauayan,Let 410UVP,RP-C-3883,851429,0,1999,17,15,2,17,15,2,1.0,Manila 
4207,1999-12-10,"Kuwait City, Kuwait",Military - U.S. Air Force,Kuwait  IA - Kuwait-Ahmed Al-jaber AB,Lockheed C-130H,63-7854,3924,0,1999,94,86,8,3,3,0,0.031914893617021274,Kuwait  IA 
4208,1999-12-11,"Sao Jorge, Azores (Portugal)",SATA,Ponta Delgada - Horta,British Aerospace APT,CS-TGM,2030,0,1999,35,31,4,35,31,4,1.0,Ponta Delgada 
4209,1999-12-21,"Guatemala City, Guatemala",Cubana de Aviacon,Havana - Guatemala City,McDonnell Douglas DC-10-30,F-GTDI,46890/77,2,1999,314,296,18,16,8,8,0.050955414012738856,Havana 
4210,1999-12-22,"Great Hallingbury, United Kingdom",Korean Air,"London, England - Milan, Italy",Boeing 747-2B5F,HL-7451,22480/448,0,1999,4,0,4,4,0,4,1.0,"London, England "
4211,1999-12-24,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,Kathmandu - New Delhi,Airbus A300B2-101,VT-EDW,036,0,1999,189,174,15,1,0,1,0.005291005291005291,Kathmandu 
